company_name,title,job_title,job_summary,city,state,id
Synectics,Data Analyst,Senior Data Analyst,7+ years of related analytics experience (Adobe Analytics or web analytics preferred).Our team is primarily responsible for the sustainment of our Analytics…,Bothell, WA,1288
Porch,Data Scientist,Senior Data Scientist,"You should have extensive experience with data mining, statistical modeling, and machine learning techniques.To join our Data Science team.",Seattle, WA,1289
Inviso Corporation,Data Analyst,Sr Data Analyst – 18 Month Microsoft Contract,Able to work on an 18 month contract at Microsoft (which means someone who wasn’t on a managed service / outsourced project at MS).,Bellevue, WA,1290
Nestle USA,Data Analyst,Sr. Customer Data Analyst,Intermediate understanding of the R language.Design and development of SQL scripts and queries to implement ETL processes to create “clean” data sources for…,Seattle, WA,1291
Branch,Data Scientist,Sr. Data Scientist - Content (Seattle),"We''re seeking someone who''s excited about working closely with Engineers, Data Scientists and Product Managers to address unsolved problems in acquiring,…",Seattle, WA,1292
Institute for Systems Biology,Data Scientist,Software Engineer/Data Scientist,"We also work with high-fidelity data from prospective studies that combine genomics, imaging, health-related social needs, and patient-reported outcomes.Our…",Seattle, WA,1293
"Amazon.com Services, Inc.",Data Scientist,Data Scientist - Demand Forecasting,"Master’s or PhD degree in a quantitative field such as Machine Learning, Data Science, Statistics, Applied Mathematics, Physics, Computer Science, or Economics.",Seattle, WA,1294
"Amazon.com Services, Inc.",Data Scientist,"Data Scientist, Alexa Shopping NLU","3+ years of experience with machine learning, statistical modeling, data mining, and analytics techniques.Bachelor or Master''s degree in highly quantitative…",Seattle, WA,1295
Novo Nordisk,Data Scientist,Data Scientist II Job,"Deep learning, Bayesian reasoning, recommendation systems, learning from semi-structured data, reinforcement or active learning, machine learning (ML) software…",Seattle, WA,1296
"Amazon.com Services, Inc.",Data Scientist,"Data Scientist, Prime Video",On our team you will work with a diverse scientific team including computer scientists and economists as well as other data scientist to build statistical…,Seattle, WA,1297
"Amazon.com Services, Inc.",Data Scientist,Data Scientist - Music,Experience articulating business questions and using quantitative techniques to arrive at a solution using available data.Amazon Echo and Alexa are magical:,Seattle, WA,1298
Expedia Group,Data Scientist,Principal Data Scientist,"Build, deploy and optimize machine learning models to improve traveler experience:Be a technical leader on use, adoption and implementation of machine learning…",Bellevue, WA,1299
"Amazon.com Services, Inc.",Data Scientist,Data Scientist - Paid Search,"Cutting edge technology and algorithms including statistical modeling, machine learning, and data mining are the core of our business.",Seattle, WA,1300
Allstate,Data Scientist,Senior Data Scientist - Experimental Design,Utilizes effective project planning techniques to break down moderately complex projects into tasks and ensure deadlines are kept.And you’ll have fun doing it.,Bothell, WA,1301
Fred Hutchinson Cancer Research Center,Data Scientist,"Data Scientist I-III, Spatial Single-Cell RNA Sequencing","The incumbent will collaborate with laboratory-based scientists, clinical investigators, biostatisticians, data scientists, programmers and computational…",Seattle, WA,1302
"Amazon.com Services, Inc.",Data Scientist,"Data Scientist, WW Operations Finance","As a Data Scientist, your work is focused on driving analytics and developing algorithms that provide insights into long term costing and revenue trends…",Seattle, WA,1303
Expedia Group,Data Scientist,Data Scientist I,"We work in start-up fashion, think deep, and code fast.Knowledge on hands-on practice in Java, Python, R, XML/JSON.Expand your skills and curiosity;",Bellevue, WA,1304
"Amazon Web Services, Inc.",Data Scientist,Data Scientist - Nationwide Opportunities,"Publications or presentation in recognized Machine Learning, Deep Learning and Data Mining journals/conferences.Experience in writing and tuning SQL.",Seattle, WA,1305
Google,Data Analyst,"Product Analyst, Data Science","Interest and aptitude in data, metrics, analysis and trends and applied knowledge of measurement, statistics and program evaluation.",Seattle, WA,1306
TenPoint7,Data Scientist,Data Scientist,"PhD or Master’s degree from distinguished institution in Statistics, Applied Mathematics, Machine Learning, Computer Science, Econometrics or other related…",Seattle, WA,1307
Ring Inc.,Data Scientist,Data Scientist,"As a Data Scientist, you will be responsible for modeling complex problems, discovering insights and identifying opportunities through the use of statistical,…",Seattle, WA,1308
"Amazon.com Services, Inc.",Data Scientist,"Data Scientist, Intl. Seller Services","The Data Scientist will work closely with other research scientists and economists to design new frameworks that systematically identify, low touch machine…",Seattle, WA,1309
Starbucks,Data Scientist,"Sr. Data Scientist, Insights & Analytics","Build and operationalize Machine Learning models in batch, real-time data pipelines and scalable Restful APIs.Mentor peers in data science.",Seattle, WA,1310
PeaceHealth,Data Scientist,Clinical Data Scientist - Provider Performance,Provides support to medical staff leadership by utilizing clinical analytics to better monitor the care delivery process of providers through the use of…,Bellingham, WA,1311
Amazon Services LLC,Data Scientist,Sr. Data Scientist,Experience applying machine learning concepts.Experience articulating business questions and using quantitative techniques to arrive at a solution using…,Seattle, WA,1312
"Amazon.com Services, Inc.",Data Scientist,Data Scientist - Delphi,"In a typical day, you will work closely with talented machine learning scientists, statisticians, software engineers, and business groups.",Seattle, WA,1313
Facebook,Data Scientist,"Data Scientist, Analytics - Ads Manager","As a Data Scientist on the team, you’ll be expected to stretch across diverse areas such as modernization of our UI, insight reporting, platform performance,…",Seattle, WA,1314
Microsoft,Data Scientist,Principal Engineer - Data Scientist,"Identity engineering employees have deep technical expertise, customer insights, and a clear point of view that comes from first-hand, very large-scale…",Redmond, WA,1315
Convoy,Data Scientist,Senior/Data Scientist - Marketplace Matching,We are looking for experienced Data Scientists to join the Matching Team in Convoy’s Marketplace organization.Taking care of your health comes first.,Seattle, WA,1316
HERE Technologies,Data Scientist,Principal Data Scientist - HITCH (a HERE Technology HR product),"Minimum of 5 years related, professional experience in applied machine learning and search/document analysis/NLP.Explore latest and greatest in AI/ML world.",Seattle, WA,1317
Terex Corporation,Data Analyst,Data Science (Telematics) Intern,"Experience using R, Python, or other software / language to manipulate and extract insights from data.Experience creating and deploying advanced machine…",Redmond, WA,1318
Pacific Northwest National Laboratory,Data Scientist,Data Scientist â€“ Machine Learning and Human Machine Teaming,"Human Machine Teaming, Visual analytics, Machine learning, Deep Learning, AI.The position carries the expectation of creating new business in visualization or…",Seattle, WA,1319
"ExtraHop Networks, Inc.",Data Scientist,Senior Data Scientist,"Our breakthrough approach to analytics and machine learning helps our customers investigate threats, ensure the delivery of critical applications, and secure…",Seattle, WA,1320
Akraya Inc.,Data Scientist,Senior Data Scientist : 19-03652,"We offer comprehensive benefits including Health Insurance (medical, dental, and vision), Cafeteria Plan (HSA, FSA, and dependent care), 401(k) (enrollment…",Bellevue, WA,1321
Epic Games,Data Scientist,Senior Data Scientist,"Analyze large data sets to identify behavior trends among good users and bad actors, using statistics, data mining, and machine learning techniques.",Bellevue, WA,1322
Zulily,Data Scientist,Data Scientst,A professional background that includes working with machine learning and optimization techniques applied to real-world business data.,Seattle, WA,1323
